LYLTY_CARD_NBR,stores,purchases,products,mean_of_products,mean_of_sales,min_of_size,max_of_size,brands,lifestage,min_of_days_difference,max_of_days_difference,type_of_customer,Cluster_KMeans
18064,1,2,2,1.5,6.7,175,300,2,7,334.0,351.0,1.0,3
18065,1,2,2,1.5,6.0,134,150,2,6,240.0,313.0,3.0,2
18067,1,2,2,1.5,6.55,175,380,2,4,157.0,240.0,3.0,0
18068,1,1,1,1.0,3.0,175,175,1,3,335.0,335.0,1.0,4
18070,1,2,2,1.5,4.85,134,175,2,5,169.0,302.0,2.0,2
18071,1,2,2,2.0,8.7,165,330,2,4,30.0,31.0,3.0,1
18072,1,1,1,1.0,2.6,150,150,1,6,49.0,49.0,1.0,3
18073,1,2,2,1.5,7.800000000000001,165,330,2,4,98.0,153.0,3.0,1
18074,1,1,1,2.0,5.4,150,150,1,7,18.0,18.0,2.0,2
18075,1,1,1,1.0,1.7,175,175,1,5,299.0,299.0,3.0,2
18076,1,3,3,1.3333333333333333,3.6,170,175,3,2,126.0,256.0,2.0,4
18077,1,2,2,2.0,4.2,150,300,2,5,31.0,49.0,3.0,2
18079,1,1,1,1.0,1.9,200,200,1,1,172.0,172.0,2.0,4
18080,1,1,1,1.0,2.9,170,170,1,4,107.0,107.0,2.0,2
18081,1,2,2,1.5,7.949999999999999,300,330,2,1,189.0,217.0,3.0,1
18082,1,1,1,2.0,10.8,175,175,1,6,210.0,210.0,3.0,2
18083,1,3,3,1.3333333333333333,6.066666666666666,134,330,3,1,88.0,343.0,2.0,4
18085,1,1,1,1.0,5.1,300,300,1,1,355.0,355.0,3.0,1
18086,1,1,1,1.0,4.6,150,150,1,1,10.0,10.0,3.0,1
18087,1,1,1,2.0,5.2,150,150,1,3,53.0,53.0,2.0,4
18088,1,3,3,1.6666666666666667,5.3999999999999995,125,150,3,2,23.0,235.0,3.0,1
18089,1,1,1,2.0,10.8,175,175,1,3,241.0,241.0,2.0,4
18090,1,1,1,1.0,5.4,175,175,1,2,229.0,229.0,1.0,4
18091,1,1,1,2.0,7.4,134,134,1,5,100.0,100.0,1.0,3
18092,1,1,1,2.0,11.4,330,330,1,7,31.0,31.0,2.0,2
18093,1,3,3,1.6666666666666667,8.933333333333334,70,380,3,1,10.0,340.0,3.0,1
18094,1,4,4,2.0,6.7,134,175,4,7,56.0,245.0,2.0,2
18096,1,2,2,1.0,5.95,175,380,2,3,70.0,222.0,3.0,1
18097,1,2,2,1.5,5.25,134,180,2,7,5.0,13.0,3.0,2
18098,1,4,4,1.25,3.9999999999999996,150,300,3,2,84.0,260.0,2.0,4
18099,1,3,3,1.6666666666666667,4.866666666666666,150,175,3,7,143.0,281.0,3.0,2
18101,1,2,2,2.0,7.5,125,175,2,3,169.0,301.0,1.0,4
18102,1,1,1,1.0,1.7,90,90,1,1,47.0,47.0,3.0,1
18103,1,1,1,1.0,4.6,150,150,1,2,71.0,71.0,3.0,1
18104,1,1,1,2.0,5.2,300,300,1,7,286.0,286.0,3.0,2
18106,1,1,1,2.0,7.8,150,150,1,5,149.0,149.0,1.0,3
18107,1,1,1,1.0,4.4,175,175,1,5,56.0,56.0,3.0,2
18108,1,1,1,2.0,5.4,150,150,1,7,243.0,243.0,2.0,2
18109,1,1,1,1.0,5.7,330,330,1,7,13.0,13.0,2.0,2
18110,1,1,1,2.0,5.8,170,170,1,2,113.0,113.0,1.0,4
18111,1,1,1,2.0,4.8,70,70,1,7,349.0,349.0,1.0,3
18112,1,1,1,2.0,4.6,220,220,1,1,309.0,309.0,1.0,4
18115,1,3,3,1.0,3.366666666666667,125,175,3,2,225.0,320.0,3.0,1
18117,1,3,3,2.0,8.266666666666667,170,380,2,7,129.0,337.0,1.0,3
18119,1,1,1,1.0,5.4,175,175,1,4,103.0,103.0,3.0,2
18120,1,1,1,2.0,5.2,300,300,1,5,359.0,359.0,1.0,3
18121,1,1,1,2.0,10.8,175,175,1,5,86.0,86.0,3.0,2
18122,1,3,3,1.3333333333333333,3.4333333333333336,150,175,3,1,68.0,355.0,3.0,1
18123,1,3,3,2.0,8.266666666666667,134,330,3,1,15.0,363.0,3.0,1
18126,1,2,2,1.5,3.05,160,175,2,5,27.0,275.0,3.0,2
18127,1,3,3,1.3333333333333333,5.5,150,330,3,7,85.0,142.0,1.0,3
18131,1,1,1,2.0,3.8,200,200,1,7,253.0,253.0,3.0,2
18133,1,1,1,2.0,6.6,190,190,1,2,16.0,16.0,3.0,1
18134,1,1,1,2.0,9.2,270,270,1,1,58.0,58.0,1.0,4
18135,1,2,2,1.5,5.449999999999999,170,300,2,1,212.0,215.0,3.0,1
18136,1,1,1,2.0,7.2,210,210,1,2,269.0,269.0,1.0,4
18138,1,2,2,1.5,4.65,125,300,2,7,81.0,332.0,2.0,0
18142,1,2,2,1.5,4.25,150,170,2,2,107.0,328.0,2.0,4
18143,1,1,1,2.0,5.4,150,150,1,4,118.0,118.0,1.0,3
18144,1,2,2,1.5,3.35,134,300,2,1,159.0,160.0,1.0,4
18145,1,1,1,2.0,4.2,175,175,1,5,35.0,35.0,3.0,2
18148,1,2,2,1.0,3.75,110,134,2,5,205.0,331.0,3.0,2
18149,1,3,3,1.3333333333333333,3.1,90,175,2,1,10.0,253.0,1.0,4
18150,1,2,2,1.5,6.8999999999999995,150,150,1,1,10.0,17.0,3.0,1
18151,1,2,2,1.5,3.8,175,220,2,5,331.0,355.0,3.0,2
18152,1,2,2,1.5,8.25,175,330,2,1,17.0,67.0,3.0,1
18153,1,3,3,1.6666666666666667,5.166666666666667,170,200,3,7,12.0,319.0,2.0,0
18154,1,1,1,2.0,6.0,175,175,1,6,342.0,342.0,3.0,2
18155,1,1,1,2.0,10.8,175,175,1,1,342.0,342.0,3.0,1
18156,1,1,1,2.0,6.0,165,165,1,1,248.0,248.0,1.0,4
18157,1,2,2,1.5,5.6,150,250,2,5,33.0,118.0,2.0,2
18159,1,2,2,1.5,4.199999999999999,150,200,2,1,280.0,347.0,1.0,4
18160,1,1,1,1.0,3.7,134,134,1,1,316.0,316.0,3.0,1
18161,1,1,1,2.0,10.8,175,175,1,4,132.0,132.0,1.0,3
18162,1,3,3,1.3333333333333333,5.7,125,330,3,5,124.0,289.0,1.0,3
18163,1,2,2,2.0,8.4,165,175,2,1,203.0,238.0,2.0,4
18164,1,1,1,1.0,3.0,175,175,1,7,139.0,139.0,3.0,2
18165,1,1,1,1.0,3.0,175,175,1,5,347.0,347.0,3.0,2
18167,1,2,2,1.5,7.25,180,330,2,5,150.0,194.0,3.0,2
18168,1,2,2,1.5,4.1,160,170,2,7,171.0,341.0,3.0,2
18170,1,3,3,1.6666666666666667,6.599999999999999,150,300,3,4,84.0,255.0,2.0,0
18171,1,2,2,2.0,8.4,150,330,2,1,8.0,56.0,3.0,1
18172,1,1,1,1.0,3.8,110,110,1,6,259.0,259.0,2.0,2
18174,1,1,1,1.0,3.0,175,175,1,3,118.0,118.0,3.0,1
18176,1,1,1,1.0,3.1,180,180,1,3,84.0,84.0,1.0,4
18177,1,1,1,1.0,3.8,110,110,1,5,35.0,35.0,2.0,2
18178,1,3,3,1.6666666666666667,3.6333333333333333,150,300,3,4,84.0,334.0,3.0,0
18179,1,1,1,1.0,3.8,110,110,1,5,255.0,255.0,2.0,2
18181,1,2,2,1.5,5.55,150,200,2,1,198.0,251.0,3.0,1
18184,1,1,1,1.0,2.6,150,150,1,1,54.0,54.0,2.0,4
18185,1,1,1,1.0,3.8,110,110,1,4,262.0,262.0,1.0,3
18187,1,3,3,2.0,7.533333333333334,110,180,3,1,31.0,155.0,3.0,1
18188,1,5,5,1.4,4.6,110,300,5,5,24.0,360.0,2.0,0
18190,1,4,4,1.5,4.4,150,175,2,1,51.0,228.0,1.0,4
18191,1,1,1,2.0,8.8,175,175,1,2,53.0,53.0,1.0,4
18192,1,1,1,2.0,3.4,90,90,1,4,260.0,260.0,2.0,2
18193,1,3,3,1.6666666666666667,7.933333333333334,110,380,3,5,11.0,343.0,1.0,3
18195,1,2,2,2.0,5.9,170,300,2,1,159.0,294.0,2.0,4
18197,1,2,2,1.5,6.75,150,250,2,6,310.0,339.0,1.0,3
18201,1,2,2,1.5,6.5,175,250,2,5,255.0,267.0,2.0,2
18203,1,1,1,1.0,3.1,180,180,1,7,154.0,154.0,3.0,2
18207,1,1,1,1.0,5.1,300,300,1,7,355.0,355.0,3.0,2
18210,1,1,1,2.0,9.2,150,150,1,5,211.0,211.0,2.0,2
18212,1,1,1,2.0,8.4,165,165,1,4,354.0,354.0,1.0,3
18214,1,1,1,1.0,6.5,380,380,1,7,309.0,309.0,3.0,2
18215,1,5,5,1.4,6.2,134,380,4,5,26.0,321.0,1.0,3
18216,1,1,1,2.0,11.8,380,380,1,1,3.0,3.0,2.0,4
18218,1,1,1,2.0,6.2,180,180,1,6,267.0,267.0,1.0,3
18219,1,1,1,2.0,6.0,175,175,1,2,107.0,107.0,2.0,4
18220,1,3,2,2.0,8.0,150,165,2,3,164.0,245.0,1.0,4
18221,1,2,2,1.5,5.3,110,175,2,4,95.0,364.0,1.0,3
18222,1,1,1,2.0,8.8,175,175,1,5,250.0,250.0,2.0,2
18224,1,3,3,1.6666666666666667,6.133333333333333,110,165,3,5,92.0,280.0,1.0,3
18225,1,2,2,1.5,5.3500000000000005,160,170,2,5,69.0,107.0,1.0,3
18226,1,2,2,1.5,5.0,134,150,2,7,214.0,328.0,2.0,2
18227,1,2,2,1.5,4.4,150,210,2,5,88.0,248.0,1.0,3
18228,1,2,2,1.5,3.85,90,175,2,6,275.0,286.0,2.0,2
18230,1,1,1,2.0,4.2,175,175,1,7,49.0,49.0,2.0,2
18231,1,1,1,1.0,3.9,150,150,1,5,128.0,128.0,3.0,2
18232,1,3,3,1.3333333333333333,4.8,165,175,2,5,162.0,353.0,1.0,3
18233,1,3,4,1.25,3.95,90,300,3,5,14.0,343.0,2.0,0
18234,1,1,1,2.0,6.0,175,175,1,4,252.0,252.0,2.0,2
18236,1,2,2,2.0,5.6,150,175,2,1,208.0,209.0,3.0,1
18237,1,1,1,2.0,11.8,380,380,1,7,351.0,351.0,1.0,3
18239,1,2,2,1.5,3.8,150,300,2,1,0.0,108.0,2.0,4
18244,1,1,1,2.0,3.8,200,200,1,7,362.0,362.0,1.0,3
18246,1,2,2,2.0,7.5,165,175,2,3,22.0,135.0,1.0,4
18247,1,2,2,1.5,7.300000000000001,110,175,2,7,2.0,297.0,3.0,0
18248,1,1,1,1.0,3.7,134,134,1,7,304.0,304.0,1.0,3
18249,1,1,1,2.0,8.8,170,170,1,4,53.0,53.0,1.0,3
18250,1,1,1,1.0,3.7,134,134,1,1,86.0,86.0,3.0,1
18251,1,2,2,1.5,7.65,150,330,2,7,277.0,287.0,3.0,2
18252,1,2,2,1.5,4.2,150,165,1,1,190.0,196.0,1.0,4
18256,1,3,3,1.3333333333333333,3.6,134,200,3,7,157.0,316.0,3.0,2
18258,1,2,2,1.5,4.8,175,175,2,2,254.0,335.0,1.0,4
18260,1,1,1,2.0,10.2,300,300,1,1,346.0,346.0,2.0,4
18261,1,2,2,2.0,8.8,135,150,1,3,155.0,275.0,1.0,4
18263,1,1,1,1.0,2.9,170,170,1,1,319.0,319.0,3.0,1
18265,1,1,1,2.0,9.2,150,150,1,2,54.0,54.0,2.0,4
18266,1,2,2,1.5,4.85,134,175,2,6,173.0,229.0,2.0,2
18268,1,3,3,1.6666666666666667,5.366666666666667,175,300,3,1,168.0,247.0,3.0,1
18269,1,2,2,1.5,5.5,170,175,2,7,252.0,268.0,1.0,3
18270,1,1,1,1.0,5.4,175,175,1,5,330.0,330.0,2.0,2
18271,1,1,1,1.0,5.7,330,330,1,4,315.0,315.0,3.0,2
18272,1,1,1,1.0,4.3,250,250,1,5,124.0,124.0,1.0,3
18273,1,1,1,2.0,4.2,125,125,1,6,292.0,292.0,1.0,3
18274,1,1,1,1.0,5.4,175,175,1,4,303.0,303.0,3.0,2
18275,1,2,2,2.0,5.4,70,165,2,6,213.0,261.0,3.0,2
18276,1,3,3,1.6666666666666667,3.966666666666667,134,300,3,5,173.0,319.0,1.0,3
18277,1,2,2,1.5,5.9,170,175,2,6,129.0,249.0,1.0,3
18278,1,3,3,1.6666666666666667,4.933333333333334,165,175,3,1,126.0,268.0,1.0,4
18279,1,2,2,2.0,5.5,150,170,1,6,248.0,290.0,2.0,2
18280,1,1,1,1.0,3.7,134,134,1,7,228.0,228.0,2.0,2
18281,1,2,2,2.0,6.6,300,300,2,7,116.0,358.0,2.0,0
18282,1,1,1,1.0,3.7,134,134,1,5,363.0,363.0,1.0,3
18284,1,1,1,2.0,3.8,200,200,1,7,139.0,139.0,3.0,2
18285,1,3,3,1.6666666666666667,5.233333333333333,134,175,3,4,26.0,262.0,3.0,1
18286,1,1,1,2.0,8.8,170,170,1,4,197.0,197.0,1.0,3
18289,1,1,1,1.0,3.6,210,210,1,5,52.0,52.0,1.0,3
18290,1,1,1,2.0,8.8,175,175,1,7,245.0,245.0,3.0,2
18291,1,1,1,2.0,6.0,175,175,1,1,11.0,11.0,1.0,4
18292,1,2,2,1.5,7.3999999999999995,150,300,2,1,136.0,283.0,1.0,4
18294,1,2,2,2.5,9.5,110,110,1,1,317.0,332.0,1.0,4
18295,1,1,1,2.0,7.6,110,110,1,1,356.0,356.0,3.0,1
18296,1,3,3,1.3333333333333333,5.633333333333333,170,300,3,6,58.0,278.0,2.0,0
18297,1,1,1,1.0,4.6,150,150,1,5,211.0,211.0,1.0,3
18301,1,1,1,2.0,6.0,175,175,1,2,63.0,63.0,2.0,4
18302,1,2,2,1.5,7.300000000000001,110,175,2,5,88.0,264.0,2.0,2
18304,1,2,2,1.5,4.9,110,175,2,2,93.0,132.0,2.0,4
18305,1,4,4,1.5,5.9,110,175,3,6,27.0,352.0,2.0,0
18307,1,3,3,1.6666666666666667,7.1000000000000005,150,330,3,4,180.0,250.0,3.0,1
18308,1,1,1,2.0,7.6,110,110,1,2,212.0,212.0,2.0,4
18309,1,4,4,1.5,5.15,110,175,3,2,206.0,309.0,1.0,4
18310,1,3,3,2.0,6.066666666666667,90,175,3,5,208.0,260.0,3.0,2
18312,1,1,1,1.0,3.8,110,110,1,5,296.0,296.0,3.0,2
18314,1,1,1,1.0,3.0,165,165,1,7,140.0,140.0,3.0,2
18315,1,1,1,1.0,3.0,175,175,1,7,238.0,238.0,3.0,2
18317,1,1,1,1.0,4.6,150,150,1,5,125.0,125.0,1.0,3
18320,1,1,1,2.0,7.6,110,110,1,5,254.0,254.0,1.0,3
18321,1,4,4,1.0,3.95,110,330,4,1,48.0,226.0,3.0,1
18322,1,2,2,1.0,2.8,150,170,2,6,90.0,235.0,2.0,2
18323,1,1,1,2.0,6.6,175,175,1,6,203.0,203.0,1.0,3
18325,1,3,3,1.6666666666666667,6.033333333333334,150,175,2,1,201.0,253.0,3.0,1
18328,1,1,1,2.0,5.8,170,170,1,1,116.0,116.0,2.0,4
18329,1,2,2,2.0,7.0,134,175,2,5,13.0,300.0,1.0,3
18330,1,3,3,1.3333333333333333,4.266666666666667,70,175,3,1,170.0,295.0,3.0,1
18331,1,2,2,1.0,4.25,150,270,2,1,197.0,321.0,1.0,4
18332,1,1,1,2.0,3.8,160,160,1,6,161.0,161.0,3.0,2
18333,1,1,1,1.0,3.6,210,210,1,1,319.0,319.0,3.0,1
18334,1,1,1,2.0,6.6,175,175,1,2,238.0,238.0,2.0,4
18335,1,3,3,1.6666666666666667,5.5,134,150,2,5,74.0,295.0,3.0,2
18337,1,3,3,1.6666666666666667,4.9,175,200,3,2,45.0,250.0,2.0,4
18338,1,2,2,1.5,4.199999999999999,150,160,2,2,154.0,224.0,2.0,4
18339,1,2,2,2.0,10.5,175,300,2,7,50.0,179.0,2.0,0
18340,1,2,2,2.0,7.699999999999999,110,150,2,7,108.0,325.0,2.0,2
18341,1,2,2,1.5,5.9,210,270,2,7,26.0,344.0,2.0,0
18342,1,1,1,2.0,6.0,165,165,1,1,332.0,332.0,2.0,4
18343,1,1,1,1.0,2.7,150,150,1,4,61.0,61.0,3.0,2
18346,1,2,2,1.5,5.550000000000001,134,134,1,1,21.0,82.0,3.0,1
18347,1,1,1,2.0,3.0,300,300,1,1,87.0,87.0,1.0,4
18348,1,1,1,2.0,11.4,330,330,1,1,115.0,115.0,3.0,1
18349,1,1,1,2.0,9.2,150,150,1,5,97.0,97.0,1.0,3
18350,1,1,1,1.0,4.2,165,165,1,4,170.0,170.0,1.0,3
18351,1,1,1,1.0,4.4,175,175,1,7,276.0,276.0,2.0,2
18352,1,1,1,2.0,6.0,175,175,1,7,357.0,357.0,3.0,2
18353,1,3,3,1.6666666666666667,6.6000000000000005,165,175,3,7,47.0,217.0,2.0,2
18357,1,2,2,2.0,6.8999999999999995,150,220,2,3,117.0,247.0,2.0,4
18358,1,3,3,1.3333333333333333,5.300000000000001,110,190,3,7,43.0,193.0,3.0,2
18360,1,2,2,1.5,3.95,160,165,2,1,282.0,329.0,1.0,4
18361,1,1,1,1.0,2.6,150,150,1,3,244.0,244.0,2.0,4
18362,1,1,1,1.0,3.8,110,110,1,1,42.0,42.0,3.0,1
18363,1,2,2,1.5,6.55,90,330,2,3,127.0,173.0,3.0,1
18364,1,1,1,1.0,3.8,110,110,1,1,183.0,183.0,3.0,1
18365,1,1,1,2.0,5.4,150,150,1,1,182.0,182.0,3.0,1
18368,1,1,1,2.0,6.0,165,165,1,5,172.0,172.0,1.0,3
18369,1,2,2,2.0,8.4,175,175,2,5,180.0,243.0,2.0,2
18370,1,1,1,2.0,5.2,150,150,1,1,92.0,92.0,1.0,4
18371,1,1,1,2.0,5.6,165,165,1,7,14.0,14.0,3.0,2
18372,1,4,4,1.0,3.325,175,380,4,1,70.0,332.0,3.0,1
18373,1,1,1,2.0,8.8,175,175,1,7,324.0,324.0,2.0,2
18374,1,5,5,1.6,5.5,134,175,5,4,76.0,242.0,1.0,3
18376,1,1,1,1.0,4.2,165,165,1,2,323.0,323.0,3.0,1
18377,1,2,2,2.5,8.3,110,165,2,7,6.0,47.0,3.0,2
18379,1,1,1,2.0,4.8,70,70,1,6,290.0,290.0,2.0,2
18380,1,2,2,3.0,5.9,175,175,2,1,41.0,138.0,3.0,1
18382,1,2,2,1.0,4.7,134,330,2,1,162.0,222.0,2.0,4
18385,1,1,1,1.0,3.7,134,134,1,5,31.0,31.0,1.0,3
18386,1,2,2,1.5,4.2,150,175,2,5,13.0,100.0,1.0,3
18388,1,2,2,1.0,3.5,134,175,2,2,73.0,251.0,2.0,4
18391,1,3,3,1.3333333333333333,4.333333333333333,170,300,2,6,59.0,330.0,2.0,0
18392,1,1,1,1.0,3.7,134,134,1,4,111.0,111.0,3.0,2
18395,1,1,1,2.0,10.2,300,300,1,4,188.0,188.0,1.0,3
18396,1,1,1,2.0,7.6,110,110,1,7,309.0,309.0,2.0,2
18398,1,2,2,2.0,7.0,134,175,2,1,154.0,353.0,3.0,1
18400,1,1,1,1.0,2.6,300,300,1,5,196.0,196.0,3.0,2
18402,1,2,2,2.0,7.5,110,134,2,1,79.0,127.0,3.0,1
18403,1,3,3,2.0,7.266666666666667,170,300,3,3,80.0,243.0,1.0,4
18408,1,3,3,1.6666666666666667,7.533333333333334,150,270,3,1,52.0,143.0,2.0,4
18409,1,2,2,1.5,4.25,160,190,2,6,4.0,102.0,1.0,3
18411,1,2,2,1.0,2.5,90,175,2,1,4.0,87.0,2.0,4
18412,1,1,1,1.0,3.8,110,110,1,1,345.0,345.0,2.0,4
18413,1,1,1,2.0,5.2,150,150,1,2,283.0,283.0,2.0,4
18415,1,1,1,2.0,4.2,125,125,1,7,236.0,236.0,1.0,3
18416,1,1,1,1.0,2.6,150,150,1,3,323.0,323.0,2.0,4
18417,1,2,2,2.0,8.399999999999999,110,150,2,7,25.0,214.0,1.0,3
18418,1,2,2,1.5,5.55,150,175,2,7,1.0,316.0,1.0,3
18419,1,1,1,1.0,2.9,170,170,1,1,90.0,90.0,1.0,4
18420,1,2,2,1.0,2.85,175,210,2,5,38.0,280.0,2.0,0
18422,1,2,2,2.0,6.800000000000001,150,165,2,2,48.0,157.0,2.0,4
18424,1,1,1,2.0,9.2,150,150,1,1,210.0,210.0,2.0,4
18426,1,1,1,1.0,5.4,175,175,1,5,359.0,359.0,3.0,2
18427,1,2,2,1.0,3.5,200,300,2,5,236.0,266.0,2.0,2
18429,1,2,2,1.0,3.0,150,175,2,5,50.0,94.0,1.0,3
18430,1,1,1,2.0,4.2,175,175,1,2,100.0,100.0,3.0,1
18431,1,2,2,2.0,4.7,175,175,2,5,25.0,114.0,2.0,2
18434,1,5,5,1.2,5.42,110,175,4,6,89.0,346.0,2.0,0
18435,1,2,2,1.5,4.65,150,150,2,3,44.0,130.0,3.0,1
18436,1,2,2,2.0,6.6,175,210,2,2,44.0,345.0,1.0,4
18439,1,1,1,2.0,10.8,175,175,1,4,239.0,239.0,2.0,2
18440,1,2,2,1.0,3.4,90,300,2,1,31.0,176.0,3.0,1
18441,1,1,1,2.0,5.2,300,300,1,5,75.0,75.0,1.0,3
18444,1,1,1,1.0,1.7,175,175,1,3,220.0,220.0,2.0,4
18445,1,1,1,2.0,10.8,175,175,1,7,332.0,332.0,3.0,2
18447,1,1,1,2.0,8.8,170,170,1,2,207.0,207.0,2.0,4
18449,1,2,2,2.0,7.199999999999999,150,300,2,5,269.0,282.0,3.0,2
18450,1,1,1,2.0,7.4,134,134,1,5,160.0,160.0,1.0,3
18451,1,1,1,2.0,7.4,134,134,1,1,244.0,244.0,3.0,1
18452,1,1,1,1.0,3.9,150,150,1,6,48.0,48.0,3.0,2
18453,1,2,2,1.5,3.7,110,190,2,6,66.0,331.0,1.0,3
18456,1,2,2,1.5,5.2,150,300,1,5,46.0,354.0,2.0,0
18457,1,1,1,1.0,2.7,150,150,1,2,11.0,11.0,2.0,4
18458,1,1,1,1.0,3.3,175,175,1,7,75.0,75.0,3.0,2
18459,1,3,3,1.6666666666666667,6.566666666666667,170,175,2,2,59.0,297.0,1.0,4
18460,1,3,3,1.0,3.966666666666667,110,150,3,5,10.0,170.0,1.0,3
18461,1,2,2,1.0,3.95,134,165,2,4,238.0,341.0,1.0,3
18463,1,3,3,2.0,5.6000000000000005,110,160,3,1,105.0,313.0,2.0,4
18464,1,1,1,2.0,7.6,110,110,1,1,299.0,299.0,3.0,1
18466,1,2,2,1.5,4.3,150,175,1,7,22.0,127.0,1.0,3
18467,1,3,3,2.0,7.533333333333334,134,165,3,1,102.0,322.0,3.0,1
18468,1,4,4,1.75,6.475,134,175,4,4,4.0,312.0,3.0,0
18470,1,1,1,1.0,3.0,175,175,1,1,224.0,224.0,1.0,4
18471,1,1,1,2.0,6.6,175,175,1,1,86.0,86.0,3.0,1
18473,1,1,1,1.0,5.4,175,175,1,1,170.0,170.0,3.0,1
18475,1,1,1,2.0,6.6,190,190,1,5,153.0,153.0,3.0,2
18476,1,1,1,1.0,1.7,90,90,1,5,174.0,174.0,2.0,2
18477,1,2,2,1.5,3.2,175,175,2,5,46.0,265.0,2.0,2
18478,1,1,1,2.0,5.4,150,150,1,1,74.0,74.0,2.0,4
18479,1,1,1,2.0,10.8,175,175,1,1,305.0,305.0,3.0,1
18480,1,1,1,2.0,4.2,175,175,1,2,188.0,188.0,3.0,1
18482,1,1,1,2.0,6.0,165,165,1,3,145.0,145.0,2.0,4
18485,1,2,2,1.5,4.35,175,175,2,7,77.0,110.0,3.0,2
18487,1,1,1,2.0,4.2,125,125,1,3,231.0,231.0,2.0,4
19000,1,2,2,2.0,7.0,134,175,2,5,296.0,352.0,1.0,3
19001,1,4,4,1.75,7.95,165,300,4,6,81.0,259.0,3.0,0
19002,1,7,5,1.7142857142857142,7.114285714285715,134,380,4,5,7.0,209.0,2.0,0
19003,1,3,3,1.6666666666666667,7.0,150,175,2,5,4.0,291.0,2.0,0
19004,1,4,4,1.5,6.800000000000001,110,175,3,2,39.0,292.0,3.0,1
19005,1,5,5,1.8,8.459999999999999,134,330,5,7,10.0,350.0,2.0,0
19006,1,5,5,1.6,7.140000000000001,134,330,5,7,39.0,352.0,3.0,0
19007,1,6,6,1.8333333333333333,8.316666666666666,150,380,5,4,88.0,348.0,3.0,0
19008,1,3,3,1.6666666666666667,7.5,165,175,3,7,61.0,262.0,2.0,2
19009,1,5,3,1.6,8.22,175,330,3,7,54.0,364.0,2.0,0
19010,1,5,5,1.6,7.840000000000001,135,300,3,5,128.0,325.0,3.0,0
19011,1,6,6,1.6666666666666667,6.55,110,380,6,4,47.0,255.0,3.0,0
19012,1,4,4,2.0,9.0,175,300,4,7,32.0,295.0,2.0,0
19013,1,5,4,1.8,8.0,150,300,4,5,4.0,315.0,2.0,0
19015,1,4,4,1.25,5.9,165,380,4,7,264.0,351.0,2.0,0
19016,1,3,3,1.6666666666666667,8.633333333333335,170,330,2,1,6.0,251.0,3.0,1
19017,1,5,5,1.6,6.5200000000000005,134,175,4,2,73.0,345.0,3.0,1
19018,1,1,1,1.0,4.4,175,175,1,1,188.0,188.0,2.0,4
19019,1,3,4,1.75,8.025,150,250,4,1,38.0,287.0,2.0,4
19020,1,3,3,1.6666666666666667,6.633333333333334,134,170,2,1,169.0,228.0,3.0,1
19021,1,2,2,2.0,8.0,110,135,2,7,91.0,134.0,3.0,2
19022,1,1,1,2.0,10.8,175,175,1,7,6.0,6.0,2.0,2
19023,1,1,1,1.0,5.1,300,300,1,2,316.0,316.0,2.0,4
19024,1,3,3,2.0,7.133333333333333,110,210,3,4,13.0,298.0,2.0,0
19025,1,1,1,1.0,6.5,380,380,1,7,226.0,226.0,3.0,2
19026,1,3,3,2.0,10.333333333333334,150,380,2,1,195.0,214.0,3.0,1
19027,1,6,6,1.8333333333333333,7.166666666666667,110,175,5,7,39.0,298.0,2.0,0
19028,1,6,6,1.5,7.183333333333334,110,330,5,7,148.0,354.0,1.0,3
19029,1,3,3,1.6666666666666667,7.300000000000001,134,175,2,1,176.0,294.0,3.0,1
19030,1,3,3,1.6666666666666667,7.433333333333334,110,330,3,7,44.0,209.0,3.0,0
19031,1,4,3,1.75,7.6,150,270,2,5,43.0,239.0,1.0,3
19032,1,5,5,1.8,7.5200000000000005,134,250,4,7,91.0,297.0,3.0,0
19033,1,2,2,2.0,8.7,210,300,2,6,69.0,164.0,2.0,2
19034,1,6,6,1.6666666666666667,6.8,110,300,6,2,17.0,302.0,2.0,4
19035,1,4,4,1.75,8.7,110,380,4,5,106.0,341.0,2.0,0
19036,1,4,4,1.5,6.8999999999999995,110,300,4,5,28.0,199.0,1.0,3
19037,1,1,1,2.0,7.4,134,134,1,2,190.0,190.0,2.0,4
19038,1,7,7,1.7142857142857142,7.128571428571428,134,330,4,7,84.0,327.0,2.0,0
19039,1,2,2,2.0,7.6,175,250,2,7,142.0,283.0,3.0,2
19041,1,4,4,2.0,8.8,110,175,3,7,174.0,314.0,2.0,2
19042,1,4,4,1.75,7.5,110,270,3,7,30.0,142.0,3.0,0
19043,1,5,4,1.8,7.44,170,380,2,6,36.0,260.0,1.0,3
19044,1,4,4,1.75,6.325,110,175,3,1,17.0,234.0,2.0,4
19045,1,3,3,2.0,9.733333333333334,175,380,3,4,177.0,332.0,3.0,0
19046,1,1,1,2.0,10.2,300,300,1,6,281.0,281.0,2.0,2
19047,1,3,3,1.6666666666666667,7.266666666666667,110,175,3,2,185.0,351.0,2.0,4
19048,1,9,8,1.5555555555555556,6.155555555555555,134,270,6,7,13.0,320.0,2.0,0
19049,1,1,1,2.0,6.6,175,175,1,5,142.0,142.0,2.0,2
19050,1,6,6,1.6666666666666667,7.416666666666667,110,300,5,5,63.0,346.0,1.0,3
19052,1,3,3,1.3333333333333333,5.433333333333333,175,300,3,7,6.0,173.0,3.0,0
